sample	h.001B	h.002B	h.004B	h.006B	h.009B	h.010B	h.015B	h.020B	v.003A	v.006A	v.008A	v.009A	v.010A	v.012B	v.013B	v.014B	v.018B	v.017B	v.012A	v.013A	v.a4_1	v.a5_1	v.a5_12	v.a6_1	v.a6_4	v.a6_6	v.a6_10	v.a7_1	v.a8_3	v.a8_6	v.a13_19	v.a13_22	v.a15_6	v.a17_4	h.b4_1	h.b5_12	h.b6_4	h.b6_10	h.b8_3	h.b8_6	h.b13_19	h.b13_22
V1834829	6	25	0	3	0	3	6	0	1089	1	38	2	416	715	1	0	1250	1745	7	61	134	412	26	20	471	0	260	1161	0	35	0	669	519	985	0	9	0	0	0	0	0	0
V1834832	4	13	1	1	2	1	20	2	1	1	1	1	1335	3194	1	2	13519	7250	1	4	61	38	0	184	3625	21	0	8081	32	0	0	3833	0	7801	0	0	0	8	0	0	0	3
V1834837	0	6	0	2	0	0	0	0	0	1	1	0	116	423	0	0	1113	789	1	37	0	0	0	0	859	0	0	1603	0	0	0	1663	0	1024	0	0	0	0	0	0	4	0
V1834838	3	2	1	2	4	7	5	7	41	5	35	2	507	1183	1	3	7696	2084	1	0	10	0	57	0	1875	32	326	765	0	1024	148	1205	113	1064	3	17	0	0	0	0	0	0
V1834839	0	0	0	0	0	0	0	0	1955	72	1171	596	378	1098	0	1033	2615	2562	348	235	102	392	24	508	235	745	322	808	34	41	117	644	804	518	0	5	0	2	0	0	1	0
V1834845	0	7	0	0	0	0	0	0	31	1	12	0	130	158	0	2	380	679	2	4	9	9	4	4	173	0	33	527	0	0	0	88	0	420	0	0	0	0	0	0	0	0
V1834848	0	7	0	0	0	0	0	0	97	0	0	0	83	143	0	0	173	283	0	21	11	13	2	1	113	0	1	405	0	1	0	61	1	188	0	0	0	0	0	0	0	1
V1834849	0	28	0	0	0	4	0	0	0	20	314	146	338	355	0	3	1035	1808	43	9	0	544	0	47	558	24	0	1197	26	0	128	314	0	858	0	0	0	2	0	0	2	2
V1834850	0	13	0	0	0	0	0	0	0	3	1	34	5	413	0	1	104	45	6	0	0	176	0	25	213	16	0	374	0	0	0	0	0	282	0	0	0	0	0	0	0	0
V1834853	0	6	0	0	0	0	0	0	0	0	0	0	145	13	0	0	225	294	16	6	0	0	0	0	143	1	10	100	1	3	3	151	35	312	0	0	0	0	0	0	0	0
V1834858	8	8	4	10	2	4	17	3	1	2	3	1	57	33165	1	4	261	422	1	0	17	55	0	11	13624	0	23	401	35	20	0	18440	49	12089	0	0	0	0	11	3	0	10
V1834870	0	0	0	0	0	0	0	0	1	1	1	1	0	3827	0	1	0	1	1	1	0	0	0	64	0	0	0	0	11	0	0	2329	40	1208	0	0	0	0	0	0	0	0
V1834874	0	0	0	0	0	0	0	0	0	307	138	418	0	193	0	513	94	110	4	113	11	240	0	2	4	0	146	321	18	97	401	102	76	6	0	0	0	0	0	0	0	0
V1834875	2	53	1	0	0	0	0	0	1	1	1	1	126	443	0	1	1135	1206	0	1	0	0	0	0	700	0	0	1464	11	0	0	1325	10	1253	0	0	0	0	0	0	0	0
V1834878	0	10	0	0	0	0	0	0	0	0	6	18	539	388	0	0	187	105	0	0	0	0	2	3	365	0	12	713	0	5	7	430	2	560	0	0	0	0	0	0	0	0
V1834880	5	10	0	0	0	0	7	7	0	14	184	5	95	2592	0	73	717	2252	21	17	0	16	241	80	40	152	1341	442	13	804	676	113	144	67	0	25	0	2	0	0	0	0
V1834890	0	0	0	0	0	0	0	7	0	0	57	23	0	458	0	29	0	1032	15	0	21	578	7	2	1	3	98	2	0	62	97	1	4	1	0	6	0	0	0	0	0	0
V1834903	0	0	0	0	0	0	0	9	0	23	91	0	0	1059	0	490	35	1215	11	0	3	494	20	0	0	17	136	7	1	160	0	3	1186	2	0	4	0	0	0	0	0	1
V1834906	0	0	0	0	0	0	0	0	0	0	267	0	36	638	0	25	0	3119	0	0	6	0	33	1	1	9	610	4	0	58	554	1	8	1	0	5	0	0	0	0	0	0
V1834911	0	8	0	0	0	0	0	10	0	0	70	6	8	1235	0	17	86	1125	20	6	53	125	95	9	2	14	220	5	0	841	331	3	91	1	0	9	0	0	0	0	0	0
V1834913	0	11	0	0	0	0	0	55	0	10	353	62	13	1678	6	27	92	3164	24	24	164	833	156	42	10	78	484	21	1	854	945	6	106	8	0	29	0	0	0	0	2	0
V1834915	0	0	0	0	0	0	0	0	14	5	84	29	10	176	0	29	0	1908	11	0	4	9	12	3	4	30	91	12	0	231	565	2	36	4	0	3	0	0	0	0	0	0
V1834922	0	0	0	0	0	0	0	0	0	0	11	36	20	567	0	0	30	634	45	25	4	2	132	4	1	3	285	47	0	2	5	1	73	1	0	8	0	0	1	0	0	0
V1834923	0	0	0	0	0	0	0	9	0	0	70	18	0	215	0	31	28	416	0	0	15	214	2	1	1	7	320	2	1	171	293	1	6	1	0	2	0	0	0	0	0	0
V1836800	8	3575	3757	2598	81	4	9	11	3687	19	2257	1588	20	930	12	1404	168	519	1475	1723	190	212	157	18	54	253	298	0	2866	915	149	12	844	0	437	2465	648	729	94	5	5358	543
V1836801	0	501	660	306	32	0	0	0	487	5	306	282	6	157	0	183	22	88	175	154	5	17	26	4	6	38	20	2	323	172	16	0	79	0	71	252	42	148	1	0	1768	29
V1836802	5	2035	1724	1003	26	3	3	3	1747	9	1050	885	5	423	6	873	106	439	656	814	40	75	108	13	19	122	167	3	1253	430	74	4	449	0	210	1104	356	490	44	0	2976	403
V1836803	1	23974	6460	1	1	1	2	1	3754	1	28947	63992	1	1	1	1	29	17786	1	72025	0	78	4067	0	2072	0	6424	0	0	0	141	0	0	0	0	12611	2353	7274	0	0	61	0
V1836804	47	11258	12183	6221	221	26	51	23	15174	63	8327	6849	72	3243	39	4819	462	2396	4490	4038	311	820	727	124	145	1230	939	14	7007	2300	428	27	3455	0	2973	4816	2680	2034	271	17	22063	870
V1836805	49	2002	21	21	18	37	8	0	1622	6	832	739	16	487	13	12	206	549	11	653	19	89	110	2	9	336	129	1	737	1339	57	4	774	1	404	1625	2610	1943	85	1	8863	2335
V1836807	4	1229	1779	621	27	2	5	4	1660	19	1322	1653	10	372	5	916	135	736	1161	499	129	258	61	6	35	75	153	8	1498	687	85	4	434	0	247	973	232	179	25	0	2585	136
V1836808	0	374	9	265	0	0	0	0	97	0	4	0	0	0	0	11	0	36	0	0	0	0	4	0	0	5	0	0	18	45	0	0	0	0	24	64	392	0	5	0	503	25
V1836814	2	597	519	122	18	2	2	0	905	5	444	356	2	117	3	274	23	123	300	387	6	45	45	0	20	53	49	0	178	118	36	0	158	0	125	321	502	211	67	0	1637	129
V1836815	8	2022	2644	1663	162	7	6	3	2413	7	2077	1740	9	483	5	955	52	591	828	1140	37	183	80	9	17	203	102	0	1392	435	110	9	504	0	516	1699	2256	1001	227	4	5574	766
V1836819	1	1	710	1	10	0	0	0	2923	2	1158	8	2	414	1	313	0	1	184	732	0	206	104	0	0	17	37	0	641	0	56	7	0	0	0	763	18	0	77	0	2839	174
V1836820	21	4020	4968	2550	73	10	11	5	4078	16	1804	1901	13	935	19	1482	148	560	1604	1352	66	270	118	34	57	232	333	0	1853	1178	132	4	1046	0	601	2585	3162	1461	276	10	8526	660
V1836823	34	4932	895	10721	76	20	33	20	9779	33	9465	3783	88	2461	28	1195	126	9097	7992	15759	768	1360	1050	81	163	235	1636	13	8221	6830	1216	43	3840	2	326	13296	243	1007	10	4	21735	205
V1836824	26	2019	769	362	28	0	0	0	558	0	106	403	0	276	7	68	15	134	103	58	1	18	20	3	2	35	20	1	479	360	10	1	46	0	56	26	334	381	21	1	10078	341
V1836825	3	566	649	388	12	0	6	0	770	5	461	307	3	204	0	495	34	150	313	277	24	22	56	7	8	47	44	0	393	189	44	0	111	0	141	776	1421	411	57	0	892	156
V1836828	0	720	704	164	13	4	3	3	490	3	299	104	5	102	0	112	13	98	99	213	4	4	21	5	6	28	10	0	216	203	34	0	164	0	21	289	156	38	10	2	2100	104
V1836829	22	2562	3782	24129	70	12	12	9	2942	24	2205	1961	22	603	11	1468	162	410	1192	1814	92	309	206	52	23	664	285	4	2737	939	180	7	2458	0	770	1730	1165	1086	135	0	9195	368
V1836830	2	539	626	465	8	0	3	3	544	3	347	309	2	158	2	357	42	103	228	284	9	29	27	0	9	49	40	0	237	255	35	0	157	0	164	376	537	284	45	0	1161	99
V1836832	7	888	1354	715	22	7	3	3	1541	12	1256	895	8	416	2	883	84	363	729	1173	22	81	95	17	42	137	163	0	1252	413	82	12	546	0	190	738	272	293	33	0	2535	182
V1836833	17	2840	2027	412	186	15	8	6	464	10	807	1613	39	167	6	326	38	58	282	392	32	103	66	21	20	97	123	0	649	2564	98	4	339	0	119	3081	3392	4006	355	25	11500	2236
V1836834	5	655	1607	545	18	0	3	0	397	0	302	243	4	84	3	91	37	115	251	142	9	20	32	3	3	24	20	0	321	73	8	0	173	0	461	92	292	145	31	0	704	51
V1836857	1	1	1	1	0	1	1	4537	0	0	13	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	2432
V1836869	1	1	1	0	1	0	0	1861	1	1	53	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	1586
V1836966	2	1	1	77	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	13	0	0	0	0	0
V1839636	22	11	0	0	0	0	0	0	0	199	4	81	40	12	3	3	18	9	156	0	0	0	63	37	51	3	515	0	8	17	16	320	0	0	0	0	0	0	0	0	0	0
V1839708	21	22	0	0	0	0	0	0	0	117	0	12	0	0	0	0	21	0	0	0	0	0	18	2	4	2	3919	0	0	1	1	685	1	0	0	0	0	0	0	0	0	0
V1841273	0	0	0	0	0	0	10	0	26	0	71	108	0	46	0	103	68	483	5	60	116	20	0	1	813	0	9	63	0	390	740	8	64	15	0	0	0	0	0	0	0	0
V1841287	1	0	1	1	0	0	1	0	0	1	1	2	180	5	0	48	82	283	1	34	0	0	683	0	1180	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841290	1	0	1	0	0	0	2	0	0	0	1	4	250	13	0	130	45	66	1	163	0	0	766	0	1583	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841294	1	1	1	1	1	1	10	1	1	1	1	1	712	10	1	162	105	326	1	7	0	0	1387	0	2088	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841295	0	0	0	2	0	0	0	0	0	0	1	1	475	3	1	113	74	127	1	59	0	0	811	0	1496	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841296	0	0	0	0	0	0	0	2	0	15	36	53	2	149	0	5	285	581	2	0	7	0	470	0	7	13	0	289	47	0	0	34	0	0	0	0	0	0	0	0	0	0
V1841306	1	0	0	1	1	1	1	1	1	1	1	1	229	5	1	886	76	105	1	958	0	0	2689	0	5723	0	0	1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841310	1	1	1	2	1	1	7	1	1	975	27	51	2	185	1	225	838	2372	7	223	526	0	262	0	3718	0	1442	1076	0	0	0	1920	0	0	0	0	0	0	0	0	0	0
V1841312	0	0	0	0	0	0	0	0	0	0	14	10	1197	327	0	420	1246	1434	1	211	0	0	447	0	793	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	3	0
V1841313	1	1	0	1	0	0	1	1	1	1	1	1	117	7	0	98	86	427	0	64	0	0	790	0	1481	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841315	0	0	1	1	0	1	2	0	0	1	1	2	145	4	0	3	897	142	0	19	0	0	624	0	2324	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841318	1	0	0	0	0	0	3	0	0	1	1	1	360	2	1	35	178	55	1	10	0	0	570	0	1232	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841335	0	1	0	0	0	0	0	0	1	1	1	1	476	25	1	35	104	428	1	36	0	0	1028	0	1191	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841338	0	0	0	1	0	0	1	0	0	0	1	3	269	9	0	102	51	156	0	100	0	0	545	0	1012	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841339	1	1	1	1	1	1	12	1	1	1	1	1	294	5	0	73	42	434	1	23	0	0	673	0	1448	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841342	1	1	0	1	0	0	2	0	0	1	5	1	76	43	0	68	216	72	1	3	0	0	891	0	1602	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841347	0	0	1	0	0	1	0	2	0	0	2	1	216	13	0	36	97	353	0	15	0	0	747	0	1175	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841353	0	0	1	1	0	0	0	0	0	0	1	1	59	9	0	73	82	300	0	48	0	0	184	0	877	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841365	1	0	0	1	0	0	2	0	0	1	1	2	1	1	0	568	399	6	0	289	36	0	0	0	4420	0	0	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841366	0	0	0	0	0	0	0	0	0	1	1	1	1178	152	0	4	36	26	2	3	0	0	490	0	556	0	0	224	0	0	40	0	0	0	0	0	0	0	0	0	0	0
V1841381	1	1	0	1	1	0	3	0	0	0	1	5	416	369	0	295	1	1732	1	204	0	0	973	0	1895	0	0	333	36	0	97	40	0	0	0	0	0	0	0	0	0	0
V1841382	1	0	0	0	0	0	3	0	0	1	3	12	382	328	0	228	0	954	1	209	0	0	787	0	1440	0	0	270	13	0	68	36	0	0	0	0	0	0	0	0	0	0
V1841384	1	1	1	1	1	1	6	1	1	1	1	1	1503	15	1	16	510	1157	1	64	0	0	3001	0	6551	0	0	1668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841396	1	1	1	1	0	1	2	1	1	1	1	1	1753	8	1	71	400	573	1	4	0	0	2593	0	1608	0	0	1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841399	1	1	1	1	1	1	12	1	1	1	1	1	214	1	1	7	232	1634	1	38	0	0	916	0	1792	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841403	0	1	0	1	0	1	3	1	1	1	1	1	206	7	1	266	30	51	1	443	0	0	688	0	2098	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841408	0	1	0	1	0	1	0	1	0	1	1	1	191	8	0	28	142	301	1	17	0	0	847	0	1121	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841414	1	1	0	0	1	1	0	0	1	0	1	1	21	8	1	68	401	133	1	26	0	0	693	0	833	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841419	1	1	1	1	1	1	14	1	1	1	1	1	1088	20	1	44	985	575	1	32	0	0	3442	0	4775	0	0	1536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841423	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	6	1784	0	1	0	0	0	0	85	0	0	467	0	0	0	51	0	0	0	0	0	0	0	0	0	0
V1841425	1	1	1	1	1	1	7	1	1	1	1	1	672	195	1	259	235	576	1	512	54	0	1438	0	5231	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841428	1	1	1	1	1	0	6	1	1	1	1	1	313	8	1	68	189	587	1	37	0	0	1266	0	1886	0	0	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841430	3	0	0	3	1	2	6	2	0	2	28	148	1	295	1	853	837	1012	2	556	18	0	2391	0	1923	0	9	231	51	28	18	74	91	14	0	0	0	0	0	0	0	0
V1841443	0	0	1	1	1	0	0	0	0	1	1	1	454	11	0	13	53	157	0	27	0	0	515	0	293	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841444	1	0	0	0	0	1	5	0	0	1	1	1	291	9	1	26	56	50	1	19	0	0	521	0	803	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1841485	20	257	0	0	0	0	0	0	228	7	138	102	0	86	0	0	43	84	0	91	1	248	41	1	4	2	53	0	2	93	40	2	14	1	9	46	162	44	1	0	206	58
V1841493	0	0	0	0	0	0	30	0	7	17	3	31	25	13	0	16	4	37	11	0	0	2	116	0	0	10	69	0	208	34	70	5	0	3	0	0	0	0	0	0	0	0
V1841523	0	0	0	0	0	0	6	0	15	8	0	0	0	0	0	0	0	8	0	0	2	0	15	1	10	0	0	0	1	109	1191	2	1	0	0	0	0	0	0	0	0	0
V1841524	3	0	0	0	0	0	3	0	61	0	0	0	0	0	0	0	0	25	0	0	27	1	1	0	15	0	1	0	1	269	806	4	9	0	0	0	0	0	0	0	0	0
V1841673	10	8	0	0	0	0	11	0	87	13	14	30	0	0	5	0	15	133	16	0	5	6	521	3	82	37	1	0	38	21	937	755	60	13	0	0	0	0	0	0	0	0
V1841678	0	6	0	0	0	0	0	0	0	0	45	15	0	0	0	21	0	1322	0	0	0	0	291	1	11	1	0	0	1	56	155	6	0	0	0	2	0	0	0	0	0	0
V1841687	0	0	0	0	0	0	11	0	0	54	0	0	34	0	0	0	0	60	152	0	13	0	1	0	0	342	2	8	0	1	1790	1507	0	0	0	0	0	0	0	0	0	0
V1842074	9	7	0	0	2	0	42	0	24	10	10	62	9	46	3	8	7	99	15	6	78	0	772	25	184	9	97	6	210	2	628	763	2	21	0	0	0	0	0	0	0	0
V1849098	9	27	0	0	0	10	0	0	0	11	63	14	3	962	4	35	59	1018	10	3	75	318	85	18	8	55	364	23	2	345	195	4	55	6	0	16	0	0	0	0	0	0
V1849102	6	0	0	0	0	0	7	22	0	6	189	21	27	2144	4	30	66	2200	13	9	148	562	165	43	13	82	1087	38	3	585	763	13	83	4	0	22	0	0	0	0	0	0
V1849106	0	0	0	0	0	0	0	0	296	0	38	51	110	265	0	726	91	573	4	97	31	86	38	9	17	9	165	43	0	84	189	12	79	22	0	7	0	0	0	0	0	0
V1849108	0	26	0	0	0	0	0	0	0	0	76	0	191	181	0	0	175	372	0	0	1	0	10	0	4	20	144	37	0	308	644	4	47	11	0	13	0	0	0	0	0	0
V1849110	0	0	0	0	0	0	0	0	0	0	2	7	25	785	0	2	3	1004	0	4	0	3	14	0	0	0	379	11	0	11	137	0	26	2	0	3	0	0	0	0	0	0
V1849113	0	0	0	0	0	0	0	0	0	0	84	0	18	369	0	27	0	924	0	0	8	40	14	3	1	2	178	5	0	59	251	1	8	1	0	6	0	0	0	0	0	0
V1849125	0	0	0	0	0	0	0	0	0	7	92	23	26	574	11	39	23	1590	0	0	51	166	33	11	3	13	305	10	0	213	220	3	36	3	0	4	0	0	0	0	0	0
V1849129	4	3	3	0	0	0	4	8	115	9	9	3	1383	807	0	0	2010	781	0	0	2	2	29	0	264	51	190	186	0	1792	359	360	28	381	0	11	0	0	0	0	0	0
V1849131	0	0	0	0	0	0	0	5	0	18	76	33	37	506	0	53	28	409	0	10	168	325	3	2	3	13	529	2	1	188	1	2	27	4	0	1	0	0	0	2	0	0
V1849462	1	0	0	2	1	0	5	1	51	774	102	1255	343	61	189	218	662	332	714	103	1330	57	317	64	0	129	311	51	0	86	42	21	136	52	0	11	0	0	0	0	0	0
V1849478	0	0	0	0	0	0	8	0	29	68	25	78	91	31	38	33	36	90	53	24	551	6	52	183	226	13	24	1	1	20	48	12	11	6	0	0	0	0	0	0	0	0
V1849487	1	0	0	0	0	0	2	0	54	75	86	116	59	154	134	80	92	113	103	27	144	35	39	55	56	42	71	147	59	0	230	24	13	9	0	0	0	0	0	0	0	0
V1849556	3	5	2	0	0	0	8	0	192	16	66	37	27	194	21	4	27	49	469	22	86	18	72	32	35	0	268	11	8	207	27	31	18	23	0	12	0	0	0	0	0	0
V1849569	0	3	0	0	0	0	10	0	80	76	32	80	136	37	57	37	77	106	79	26	826	9	43	113	110	16	37	15	8	42	77	8	3	9	0	0	0	0	0	0	0	0
V1849582	0	4	0	0	0	2	8	0	98	89	74	150	114	49	77	98	103	214	71	32	316	16	51	342	155	12	34	11	41	50	49	55	8	18	0	5	0	0	0	0	0	0
V1849601	0	0	0	0	0	0	5	0	13	80	46	28	234	168	95	228	115	204	50	121	1152	7	236	27	42	5	22	63	14	14	0	22	9	95	0	0	0	0	0	0	0	0
V1849614	2	2	0	2	0	0	2	0	12	81	37	106	60	514	9	203	181	78	184	58	228	14	113	152	570	60	0	50	14	0	8	158	8	104	0	0	0	0	0	0	0	0
V1851957	3	1170	815	935	44	4	0	3	915	2	1372	702	6	409	5	4	39	236	850	706	60	47	112	22	4	116	70	0	813	615	67	0	332	0	317	733	1176	128	119	0	1768	156
V1851958	5	1203	1295	696	24	0	4	0	1338	6	869	644	7	365	5	650	68	264	639	518	17	73	53	15	15	152	58	0	688	493	61	0	499	0	161	633	316	376	35	0	2664	201
V1851959	0	154	140	94	7	0	0	0	239	3	80	98	0	33	2	117	6	31	67	97	3	4	13	0	4	10	10	0	126	30	4	0	42	0	15	239	340	103	22	0	254	34
V1851960	1	2532	1	1	1	1	1	1	575	1	11	737	1	1	1	11	176	1	3153	35	204	0	0	94	0	217	704	0	0	0	78	0	0	0	145	0	0	622	0	0	183	66
V1851961	72	13072	10339	11715	137	32	56	33	13123	38	2812	2359	99	4523	53	1482	1027	2107	9167	4616	333	163	248	298	228	1262	1843	13	9607	3819	388	16	2219	0	1686	6953	2271	5904	379	44	43932	3425
V1851962	3	896	1547	597	19	6	3	3	652	5	456	292	5	138	4	399	60	99	459	353	14	44	49	14	6	129	60	4	526	223	41	0	123	0	69	847	647	379	55	0	2047	154
V1851963	9	681	389	42	5	0	4	4	4867	4	1020	58	2	21	3	591	9	16	67	30	5	19	19	5	5	244	22	0	707	28	56	0	401	0	45	923	935	241	90	0	958	122
V1851964	9	1517	419	1539	34	4	4	2	827	17	513	435	9	589	9	444	204	1897	1452	581	51	99	67	30	24	101	264	0	1398	578	68	9	579	0	337	2124	407	859	126	0	4772	199
V1851965	3	200	363	245	19	3	3	2	323	5	4114	914	6	184	3	4319	7	42	341	54	8	1139	37	6	13	26	33	0	393	192	109	6	118	0	276	1659	3810	897	353	0	2265	308
V1851966	16	3133	756	617	38	10	14	7	2718	12	1104	2990	24	1399	12	3237	244	447	3326	1055	46	192	23	61	15	127	251	10	3738	719	55	18	798	8	195	1562	565	528	67	5	2141	607
V1851967	61	12583	8722	7841	183	25	41	30	12342	38	2866	2308	54	2002	48	1613	649	2568	4578	2983	174	421	338	152	178	827	1340	8	6167	3989	303	17	1995	0	581	6803	1058	5694	186	44	19377	2299
V1851968	0	44	68	63	6	0	0	0	35	0	36	27	0	15	0	21	3	7	22	26	4	0	0	0	0	0	0	0	29	9	6	0	16	0	14	59	96	32	7	0	172	15
V1851969	9	1813	2108	1038	48	6	4	0	1622	8	886	644	8	382	10	914	66	222	636	873	31	59	115	19	18	128	111	0	1106	458	56	3	417	0	204	881	512	430	68	3	2819	200
V1851970	5	547	653	492	18	4	4	0	707	6	330	261	3	136	0	299	52	112	217	292	8	13	37	5	11	75	61	3	320	189	36	0	155	0	137	649	335	280	20	0	1303	86
V1851971	0	345	353	176	10	3	0	0	336	0	210	120	2	71	0	113	15	63	126	126	3	11	0	0	7	27	26	0	192	113	9	0	59	0	80	173	128	24	18	0	616	23
V1851972	6	1314	1394	867	27	4	2	4	1302	7	913	523	13	225	5	634	45	362	743	707	17	67	82	15	9	131	112	0	778	302	51	3	413	0	278	547	1295	300	95	3	1576	313
V1851974	3	958	909	610	27	0	3	3	852	3	561	363	7	303	5	329	42	201	385	358	12	36	42	9	4	53	59	4	598	255	38	2	336	0	87	342	214	302	42	0	2628	116
V1851975	2	540	1036	441	35	0	2	2	1050	5	382	533	4	203	3	309	30	159	304	277	4	21	19	16	16	169	84	0	230	112	22	0	259	0	66	699	528	376	47	0	915	49
V1851976	0	619	905	495	17	0	0	0	498	6	535	321	5	195	3	586	53	410	521	284	28	28	30	9	4	31	47	0	567	403	23	0	295	0	94	206	147	174	5	0	2419	80
V1851977	9	1644	592	286	14	4	9	4	6550	5	1089	653	10	262	5	2016	66	288	586	1047	60	121	121	26	34	206	191	0	1906	552	136	4	67	0	208	1036	670	387	93	0	1621	205
V1851978	15	2256	3255	2093	64	9	10	6	5472	19	2192	2178	14	1281	10	2860	136	531	2431	1214	48	204	186	50	50	457	270	0	1995	1143	272	4	1107	0	736	2262	1444	1212	102	7	8003	569
V1851979	0	121	289	96	5	0	0	0	84	0	33	48	0	23	0	50	4	8	19	43	14	4	7	0	0	3	4	0	58	20	4	0	12	0	140	96	255	37	2	0	76	29
V1851980	4	160	2	484	1	2	3	2	7157	1	16	5839	35	1	1	2111	623	1693	18749	13460	19	0	126	0	53	182	189	0	7621	492	163	37	767	0	4	5	482	85	162	0	389	95
V1851981	3	1375	438	702	53	5	3	3	998	8	567	1476	7	816	7	555	90	398	717	232	63	31	109	15	11	62	163	4	1014	470	29	0	158	0	252	467	220	442	31	10	2162	399
V1851982	21	6130	3934	2709	90	7	12	12	5861	72	3960	2229	177	2597	22	2881	674	2319	3652	3148	570	460	723	237	191	591	1451	114	5031	557	164	546	1217	95	749	3639	1535	1826	124	0	0	802
V1851983	12	2925	2960	1634	83	6	5	5	2333	19	1605	1441	15	719	9	1353	87	308	1068	919	33	212	92	14	47	220	175	0	1342	661	152	5	544	0	434	2358	2189	979	223	6	4244	615
V1851984	3	1719	2012	529	10	4	3	0	860	5	409	290	4	180	4	216	16	394	277	138	0	67	21	11	18	40	40	0	470	249	24	4	164	0	6	762	577	248	67	0	2484	318
V1851985	0	813	1091	273	97	0	0	0	208	2	108	81	3	113	3	53	11	48	161	62	5	22	19	0	3	62	4	0	61	283	17	0	92	0	1559	804	1066	79	23	2	4192	260
V1851986	0	105	64	35	0	0	0	0	43	0	33	43	0	17	0	11	6	11	35	150	0	0	4	2	0	0	3	0	36	6	4	0	56	0	11	85	110	35	15	0	72	19
V1851988	21	2331	2114	1124	74	11	29	10	1510	25	1426	1120	17	618	17	908	100	329	1252	760	58	161	131	21	51	143	136	0	893	503	84	13	442	0	699	1940	959	576	152	15	3683	422
V1851989	0	735	1145	410	0	9	0	0	505	7	8	0	4	4	3	32	0	0	0	202	2	0	6	2	0	11	6	0	0	154	7	0	115	0	97	223	393	81	0	0	579	57
V1851990	0	768	420	212	10	0	0	4	437	8	122	116	6	60	0	193	11	163	248	298	5	31	15	0	4	59	27	2	194	229	7	0	270	0	58	84	176	248	22	0	1413	3
V1851994	0	226	266	107	7	0	0	0	121	0	95	84	0	30	0	70	9	27	247	66	0	2	5	4	5	8	5	0	199	47	2	0	44	0	26	160	153	100	17	0	1071	36
V1851995	7	2833	2451	1968	43	9	10	4	2504	16	1821	843	17	691	9	1318	178	852	1529	970	71	117	127	35	18	190	416	3	1555	1110	107	3	748	0	308	1798	483	1573	83	4	4277	378
V1851997	3	897	910	536	12	3	3	0	365	4	271	194	4	150	2	134	20	106	244	222	7	27	76	7	0	56	38	0	235	161	25	0	83	0	99	619	414	354	69	0	1369	142
V1851999	1	235	1	1	0	1	1	1	57	1	65	1420	1	2	1	126	392	1	967	11	251	0	0	24	0	134	310	0	0	0	30	0	0	0	6	0	0	56	0	0	40	0
V1852002	4	218	259	151	8	0	2	0	141	0	103	197	0	140	0	80	23	44	99	59	0	9	3	3	5	19	4	0	239	52	6	0	24	0	20	80	253	33	49	0	246	42
V1852016	12	3348	2368	0	50	7	10	5	1635	0	1076	722	14	523	18	1289	243	2600	1181	531	221	104	165	10	15	60	236	7	2156	431	98	6	421	0	312	3844	204	1351	14	0	11942	413
